#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 11895
numEdges = 76284
usedAlgorithm = NULL
dataSource = citHepPh
END
#################################################################
SECTION2 (Nodes Information)
9081 1.000000 0 2.391845
9082 0.680225 1 2.391845
9083 1.000000 0 2.391845
9084 0.300164 4 2.391845
9085 1.000000 0 2.391845
9086 0.382713 3 2.391845
9087 1.000000 0 2.391845
9088 0.382713 3 2.391845
9089 0.680225 1 2.391845
9090 1.000000 0 2.391845
9091 1.000000 0 2.391845
9092 1.000000 0 2.391845
9093 1.000000 0 2.391845
9094 1.000000 0 2.391845
9095 1.000000 0 2.391845
9096 1.000000 0 2.391845
9097 1.000000 0 2.391845
9098 1.000000 0 2.391845
9099 1.000000 0 2.391845
9100 1.000000 0 2.391845
9101 0.680225 1 2.391845
9102 1.000000 0 2.391845
9103 1.000000 0 2.391845
9104 1.000000 0 2.391845
9105 1.000000 0 2.391845
9106 1.000000 0 2.391845
9107 0.680225 1 2.391845
9108 0.680225 1 2.391845
9109 0.680225 1 2.391845
9110 0.497284 2 2.391845
9111 0.497284 2 2.391845
9112 1.000000 0 2.391845
9113 1.000000 0 2.391845
9114 1.000000 0 2.391845
9115 1.000000 0 2.391845
9116 0.133487 8 2.391845
9117 1.000000 0 2.391845
9118 1.000000 0 2.391845
9119 1.000000 0 2.391845
9120 1.000000 0 2.391845
9121 1.000000 0 2.391845
9122 1.000000 0 2.391845
9123 0.497284 2 2.391845
9124 1.000000 0 2.391845
9125 1.000000 0 2.391845
9126 1.000000 0 2.391845
9127 1.000000 0 2.391845
9128 0.300164 4 2.391845
9129 1.000000 0 2.391845
9130 1.000000 0 2.391845
9131 0.382713 3 2.391845
9132 1.000000 0 2.391845
9133 1.000000 0 2.391845
9134 1.000000 0 2.391845
9135 1.000000 0 2.391845
9136 1.000000 0 2.391845
9137 0.680225 1 2.391845
9138 1.000000 0 2.391845
9139 0.680225 1 2.391845
9140 0.497284 2 2.391845
9141 1.000000 0 2.391845
9142 1.000000 0 2.391845
9143 1.000000 0 2.391845
9144 0.239089 5 2.391845
9145 0.382713 3 2.391845
9146 1.000000 0 2.391845
9147 0.497284 2 2.391845
9148 1.000000 0 2.391845
9149 1.000000 0 2.391845
9150 0.680225 1 2.391845
9151 0.497284 2 2.391845
9152 0.497284 2 2.391845
9153 0.680225 1 2.391845
9154 0.680225 1 2.391845
9155 0.300164 4 2.391845
9156 1.000000 0 2.391845
9157 1.000000 0 2.391845
9158 0.497284 2 2.391845
9159 1.000000 0 2.391845
9160 1.000000 0 2.391845
9161 0.680225 1 2.391845
9162 1.000000 0 2.391845
9163 0.680225 1 2.391845
9164 0.111823 9 2.391845
9165 0.680225 1 2.391845
9166 1.000000 0 2.391845
9167 1.000000 0 2.391845
9168 0.680225 1 2.391845
9169 1.000000 0 2.391845
9170 0.680225 1 2.391845
9171 0.680225 1 2.391845
9172 0.497284 2 2.391845
9173 1.000000 0 2.391845
9174 0.680225 1 2.391845
9175 1.000000 0 2.391845
9176 1.000000 0 2.391845
9177 1.000000 0 2.391845
9178 1.000000 0 2.391845
9179 1.000000 0 2.391845
9180 0.497284 2 2.391845
9181 0.680225 1 2.391845
9182 1.000000 0 2.391845
9183 0.680225 1 2.391845
9184 0.680225 1 2.391845
9185 1.000000 0 2.391845
9186 0.680225 1 2.391845
9187 0.680225 1 2.391845
9188 1.000000 0 2.391845
9189 1.000000 0 2.391845
9190 1.000000 0 2.391845
9191 0.680225 1 2.391845
9192 1.000000 0 2.391845
9193 1.000000 0 2.391845
9194 1.000000 0 2.391845
9195 1.000000 0 2.391845
9196 1.000000 0 2.391845
9197 0.680225 1 2.391845
9198 1.000000 0 2.391845
9199 0.497284 2 2.391845
9200 0.497284 2 2.391845
9201 0.239089 5 2.391845
9202 1.000000 0 2.391845
9203 1.000000 0 2.391845
9204 0.680225 1 2.391845
9205 1.000000 0 2.391845
9206 1.000000 0 2.391845
9207 1.000000 0 2.391845
9208 1.000000 0 2.391845
9209 0.680225 1 2.391845
9210 0.497284 2 2.391845
9211 1.000000 0 2.391845
9212 1.000000 0 2.391845
9213 1.000000 0 2.391845
9214 1.000000 0 2.391845
9215 1.000000 0 2.391845
9216 1.000000 0 2.391845
9217 0.680225 1 2.391845
9218 0.680225 1 2.391845
9219 1.000000 0 2.391845
9220 1.000000 0 2.391845
9221 0.680225 1 2.391845
9222 1.000000 0 2.391845
9223 1.000000 0 2.391845
9224 0.680225 1 2.391845
9225 1.000000 0 2.391845
9226 0.680225 1 2.391845
9227 0.497284 2 2.391845
9228 1.000000 0 2.391845
9229 0.680225 1 2.391845
9230 1.000000 0 2.391845
9231 1.000000 0 2.391845
9232 0.497284 2 2.391845
9233 0.680225 1 2.391845
9234 1.000000 0 2.391845
9235 1.000000 0 2.391845
9236 0.680225 1 2.391845
9237 1.000000 0 2.391845
9238 0.497284 2 2.391845
9239 0.239089 5 2.391845
9240 1.000000 0 2.391845
9241 1.000000 0 2.391845
9242 1.000000 0 2.391845
9243 1.000000 0 2.391845
9244 1.000000 0 2.391845
9245 1.000000 0 2.391845
9246 0.680225 1 2.391845
9247 1.000000 0 2.391845
9248 1.000000 0 2.391845
9249 0.680225 1 2.391845
9250 1.000000 0 2.391845
9251 1.000000 0 2.391845
9252 0.680225 1 2.391845
9253 0.382713 3 2.391845
9254 1.000000 0 2.391845
9255 0.239089 5 2.391845
9256 1.000000 0 2.391845
9257 1.000000 0 2.391845
9258 1.000000 0 2.391845
9259 0.497284 2 2.391845
9260 0.680225 1 2.391845
9261 1.000000 0 2.391845
9262 0.680225 1 2.391845
9263 1.000000 0 2.391845
9264 0.680225 1 2.391845
9265 1.000000 0 2.391845
9266 1.000000 0 2.391845
9267 0.680225 1 2.391845
9268 0.680225 1 2.391845
9269 1.000000 0 2.391845
9270 1.000000 0 2.391845
9271 0.497284 2 2.391845
9272 1.000000 0 2.391845
9273 1.000000 0 2.391845
9274 1.000000 0 2.391845
9275 1.000000 0 2.391845
9276 1.000000 0 2.391845
9277 1.000000 0 2.391845
9278 1.000000 0 2.391845
9279 0.680225 1 2.391845
9280 0.680225 1 2.391845
9281 1.000000 0 2.391845
9282 1.000000 0 2.391845
9283 1.000000 0 2.391845
9284 1.000000 0 2.391845
9285 1.000000 0 2.391845
9286 1.000000 0 2.391845
9287 1.000000 0 2.391845
9288 1.000000 0 2.391845
9289 1.000000 0 2.391845
9290 1.000000 0 2.391845
9291 1.000000 0 2.391845
9292 1.000000 0 2.391845
9293 0.680225 1 2.391845
9294 1.000000 0 2.391845
9295 1.000000 0 2.391845
9296 0.680225 1 2.391845
9297 0.680225 1 2.391845
9298 1.000000 0 2.391845
9299 1.000000 0 2.391845
9300 0.680225 1 2.391845
9301 1.000000 0 2.391845
9302 1.000000 0 2.391845
9303 1.000000 0 2.391845
9304 1.000000 0 2.391845
9305 1.000000 0 2.391845
9306 1.000000 0 2.391845
9307 1.000000 0 2.391845
9308 0.680225 1 2.391845
9309 1.000000 0 2.391845
9310 1.000000 0 2.391845
9311 1.000000 0 2.391845
9312 0.382713 3 2.391845
9313 0.680225 1 2.391845
9314 1.000000 0 2.391845
9315 0.680225 1 2.391845
9316 0.680225 1 2.391845
9317 1.000000 0 2.391845
9318 0.382713 3 2.391845
9319 1.000000 0 2.391845
9320 0.680225 1 2.391845
9321 1.000000 0 2.391845
9322 1.000000 0 2.391845
9323 1.000000 0 2.391845
9324 1.000000 0 2.391845
9325 1.000000 0 2.391845
9326 0.680225 1 2.391845
9327 1.000000 0 2.391845
9328 1.000000 0 2.391845
9329 1.000000 0 2.391845
9330 1.000000 0 2.391845
9331 1.000000 0 2.391845
9332 1.000000 0 2.391845
9333 1.000000 0 2.391845
9334 0.497284 2 2.391845
9335 1.000000 0 2.391845
9336 0.680225 1 2.391845
9337 1.000000 0 2.391845
9338 1.000000 0 2.391845
9339 1.000000 0 2.391845
9340 0.300164 4 2.391845
9341 1.000000 0 2.391845
9342 1.000000 0 2.391845
9343 1.000000 0 2.391845
9344 0.680225 1 2.391845
9345 1.000000 0 2.391845
9346 0.680225 1 2.391845
9347 1.000000 0 2.391845
9348 1.000000 0 2.391845
9349 1.000000 0 2.391845
9350 0.680225 1 2.391845
9351 0.680225 1 2.391845
9352 1.000000 0 2.391845
9353 0.680225 1 2.391845
9354 1.000000 0 2.391845
9355 0.680225 1 2.391845
9356 1.000000 0 2.391845
9357 0.680225 1 2.391845
9358 1.000000 0 2.391845
9359 1.000000 0 2.391845
9360 1.000000 0 2.391845
9361 1.000000 0 2.391845
9362 1.000000 0 2.391845
9363 1.000000 0 2.391845
9364 1.000000 0 2.391845
9365 1.000000 0 2.391845
9366 1.000000 0 2.391845
9367 1.000000 0 2.391845
9368 1.000000 0 2.391845
9369 1.000000 0 2.391845
9370 0.680225 1 2.391845
9371 0.680225 1 2.391845
9372 0.497284 2 2.391845
9373 1.000000 0 2.391845
9374 0.497284 2 2.391845
9375 1.000000 0 2.391845
9376 1.000000 0 2.391845
9377 0.680225 1 2.391845
9378 1.000000 0 2.391845
9379 1.000000 0 2.391845
9380 0.680225 1 2.391845
9381 1.000000 0 2.391845
9382 1.000000 0 2.391845
9383 1.000000 0 2.391845
9384 1.000000 0 2.391845
9385 0.680225 1 2.391845
9386 1.000000 0 2.391845
9387 0.680225 1 2.391845
9388 1.000000 0 2.391845
9389 1.000000 0 2.391845
9390 1.000000 0 2.391845
9391 1.000000 0 2.391845
9392 1.000000 0 2.391845
9393 1.000000 0 2.391845
9394 1.000000 0 2.391845
9395 0.680225 1 2.391845
9396 1.000000 0 2.391845
9397 1.000000 0 2.391845
9398 0.680225 1 2.391845
9399 1.000000 0 2.391845
9400 1.000000 0 2.391845
9401 1.000000 0 2.391845
9402 1.000000 0 2.391845
9403 1.000000 0 2.391845
9404 1.000000 0 2.391845
9405 1.000000 0 2.391845
9406 1.000000 0 2.391845
9407 1.000000 0 2.391845
9408 0.382713 3 2.391845
9409 1.000000 0 2.391845
9410 1.000000 0 2.391845
9411 1.000000 0 2.391845
9412 1.000000 0 2.391845
9413 0.680225 1 2.391845
9414 1.000000 0 2.391845
9415 1.000000 0 2.391845
9416 1.000000 0 2.391845
9417 1.000000 0 2.391845
9418 0.680225 1 2.391845
9419 1.000000 0 2.391845
9420 0.497284 2 2.391845
9421 1.000000 0 2.391845
9422 1.000000 0 2.391845
9423 1.000000 0 2.391845
9424 1.000000 0 2.391845
9425 1.000000 0 2.391845
9426 1.000000 0 2.391845
9427 1.000000 0 2.391845
9428 1.000000 0 2.391845
9429 1.000000 0 2.391845
9430 1.000000 0 2.391845
9431 1.000000 0 2.391845
9432 1.000000 0 2.391845
9433 1.000000 0 2.391845
9434 1.000000 0 2.391845
9435 1.000000 0 2.391845
9436 1.000000 0 2.391845
9437 1.000000 0 2.391845
9438 1.000000 0 2.391845
9439 1.000000 0 2.391845
9440 1.000000 0 2.391845
9441 1.000000 0 2.391845
9442 1.000000 0 2.391845
9443 1.000000 0 2.391845
9444 1.000000 0 2.391845
9445 1.000000 0 2.391845
9446 0.680225 1 2.391845
9447 0.300164 4 2.391845
9448 1.000000 0 2.391845
9449 1.000000 0 2.391845
9450 0.111823 9 2.391845
9451 0.008305 31 2.391845
9452 0.680225 1 2.391845
9453 1.000000 0 2.391845
9454 0.680225 1 2.391845
9455 0.382713 3 2.391845
9456 0.680225 1 2.391845
9457 0.497284 2 2.391845
9458 1.000000 0 2.391845
9459 1.000000 0 2.391845
9460 0.239089 5 2.391845
9461 1.000000 0 2.391845
9462 0.497284 2 2.391845
9463 0.680225 1 2.391845
9464 1.000000 0 2.391845
9465 0.497284 2 2.391845
9466 0.194373 6 2.391845
9467 1.000000 0 2.391845
9468 0.680225 1 2.391845
9469 0.680225 1 2.391845
9470 0.300164 4 2.391845
9471 1.000000 0 2.391845
9472 0.497284 2 2.391845
9473 1.000000 0 2.391845
9474 1.000000 0 2.391845
9475 0.111823 9 2.391845
9476 0.040769 16 2.391845
9477 0.382713 3 2.391845
9478 0.497284 2 2.391845
9479 0.060412 13 2.391845
9480 1.000000 0 2.391845
9481 0.680225 1 2.391845
9482 0.497284 2 2.391845
9483 0.382713 3 2.391845
9484 0.497284 2 2.391845
9485 0.680225 1 2.391845
9486 1.000000 0 2.391845
9487 1.000000 0 2.391845
9488 1.000000 0 2.391845
9489 1.000000 0 2.391845
9490 0.497284 2 2.391845
9491 0.040769 16 2.391845
9492 0.680225 1 2.391845
9493 0.680225 1 2.391845
9494 1.000000 0 2.391845
9495 0.046517 15 2.391845
9496 0.382713 3 2.391845
9497 0.194373 6 2.391845
9498 0.680225 1 2.391845
9499 0.497284 2 2.391845
9500 0.382713 3 2.391845
9501 0.027695 19 2.391845
9502 0.008305 31 2.391845
9503 1.000000 0 2.391845
9504 0.680225 1 2.391845
9505 1.000000 0 2.391845
9506 0.497284 2 2.391845
9507 0.060412 13 2.391845
9508 1.000000 0 2.391845
9509 0.680225 1 2.391845
9510 1.000000 0 2.391845
9511 1.000000 0 2.391845
9512 0.027695 19 2.391845
9513 0.239089 5 2.391845
9514 0.239089 5 2.391845
9515 1.000000 0 2.391845
9516 0.497284 2 2.391845
9517 1.000000 0 2.391845
9518 0.497284 2 2.391845
9519 1.000000 0 2.391845
9520 1.000000 0 2.391845
9521 1.000000 0 2.391845
9522 1.000000 0 2.391845
9523 1.000000 0 2.391845
9524 1.000000 0 2.391845
9525 1.000000 0 2.391845
9526 1.000000 0 2.391845
9527 1.000000 0 2.391845
9528 0.680225 1 2.391845
9529 0.111823 9 2.391845
9530 0.382713 3 2.391845
9531 0.680225 1 2.391845
9532 1.000000 0 2.391845
9533 0.680225 1 2.391845
9534 0.052801 14 2.391845
9535 0.497284 2 2.391845
9536 0.497284 2 2.391845
9537 1.000000 0 2.391845
9538 0.239089 5 2.391845
9539 0.160424 7 2.391845
9540 0.680225 1 2.391845
9541 1.000000 0 2.391845
9542 1.000000 0 2.391845
9543 0.160424 7 2.391845
9544 0.680225 1 2.391845
9545 0.680225 1 2.391845
9546 0.133487 8 2.391845
9547 0.111823 9 2.391845
9548 1.000000 0 2.391845
9549 0.497284 2 2.391845
9550 1.000000 0 2.391845
9551 0.497284 2 2.391845
9552 1.000000 0 2.391845
9553 1.000000 0 2.391845
9554 0.497284 2 2.391845
9555 0.239089 5 2.391845
9556 1.000000 0 2.391845
9557 0.239089 5 2.391845
9558 1.000000 0 2.391845
9559 1.000000 0 2.391845
9560 0.680225 1 2.391845
9561 1.000000 0 2.391845
9562 0.194373 6 2.391845
9563 0.111823 9 2.391845
9564 0.239089 5 2.391845
9565 1.000000 0 2.391845
9566 1.000000 0 2.391845
9567 0.680225 1 2.391845
9568 0.680225 1 2.391845
9569 0.239089 5 2.391845
9570 0.081791 11 2.391845
9571 0.015063 24 2.391845
9572 0.239089 5 2.391845
9573 0.680225 1 2.391845
9574 0.680225 1 2.391845
9575 0.680225 1 2.391845
9576 0.680225 1 2.391845
9577 0.497284 2 2.391845
9578 1.000000 0 2.391845
9579 0.497284 2 2.391845
9580 1.000000 0 2.391845
9581 1.000000 0 2.391845
9582 1.000000 0 2.391845
9583 0.160424 7 2.391845
9584 1.000000 0 2.391845
9585 0.680225 1 2.391845
9586 0.680225 1 2.391845
9587 0.160424 7 2.391845
9588 0.194373 6 2.391845
9589 1.000000 0 2.391845
9590 1.000000 0 2.391845
9591 0.680225 1 2.391845
9592 0.680225 1 2.391845
9593 1.000000 0 2.391845
9594 1.000000 0 2.391845
9595 0.382713 3 2.391845
9596 0.300164 4 2.391845
9597 1.000000 0 2.391845
9598 0.497284 2 2.391845
9599 0.497284 2 2.391845
9600 0.497284 2 2.391845
9601 1.000000 0 2.391845
9602 0.300164 4 2.391845
9603 0.111823 9 2.391845
9604 1.000000 0 2.391845
9605 1.000000 0 2.391845
9606 0.382713 3 2.391845
9607 0.680225 1 2.391845
9608 0.680225 1 2.391845
9609 1.000000 0 2.391845
9610 0.239089 5 2.391845
9611 1.000000 0 2.391845
9612 0.680225 1 2.391845
9613 1.000000 0 2.391845
9614 0.497284 2 2.391845
9615 0.382713 3 2.391845
9616 0.497284 2 2.391845
9617 0.680225 1 2.391845
9618 0.680225 1 2.391845
9619 0.160424 7 2.391845
9620 0.382713 3 2.391845
9621 0.133487 8 2.391845
9622 0.300164 4 2.391845
9623 0.680225 1 2.391845
9624 0.239089 5 2.391845
9625 1.000000 0 2.391845
9626 1.000000 0 2.391845
9627 1.000000 0 2.391845
9628 0.497284 2 2.391845
9629 1.000000 0 2.391845
9630 1.000000 0 2.391845
9631 1.000000 0 2.391845
9632 0.497284 2 2.391845
9633 0.081791 11 2.391845
9634 0.382713 3 2.391845
9635 0.300164 4 2.391845
9636 0.382713 3 2.391845
9637 0.239089 5 2.391845
9638 1.000000 0 2.391845
9639 1.000000 0 2.391845
9640 0.081791 11 2.391845
9641 1.000000 0 2.391845
9642 0.497284 2 2.391845
9643 0.680225 1 2.391845
9644 1.000000 0 2.391845
9645 0.680225 1 2.391845
9646 0.194373 6 2.391845
9647 0.194373 6 2.391845
9648 1.000000 0 2.391845
9649 1.000000 0 2.391845
9650 0.239089 5 2.391845
9651 1.000000 0 2.391845
9652 0.035622 17 2.391845
9653 1.000000 0 2.391845
9654 0.680225 1 2.391845
9655 0.680225 1 2.391845
9656 0.060412 13 2.391845
9657 1.000000 0 2.391845
9658 1.000000 0 2.391845
9659 0.497284 2 2.391845
9660 1.000000 0 2.391845
9661 0.497284 2 2.391845
9662 0.160424 7 2.391845
9663 0.300164 4 2.391845
9664 1.000000 0 2.391845
9665 0.497284 2 2.391845
9666 1.000000 0 2.391845
9667 1.000000 0 2.391845
9668 1.000000 0 2.391845
9669 0.680225 1 2.391845
9670 1.000000 0 2.391845
9671 1.000000 0 2.391845
9672 1.000000 0 2.391845
9673 0.497284 2 2.391845
9674 0.194373 6 2.391845
9675 0.680225 1 2.391845
9676 1.000000 0 2.391845
9677 0.194373 6 2.391845
9678 0.194373 6 2.391845
9679 1.000000 0 2.391845
9680 0.239089 5 2.391845
9681 0.008305 31 2.391845
9682 1.000000 0 2.391845
9683 0.300164 4 2.391845
9684 0.680225 1 2.391845
9685 0.382713 3 2.391845
9686 1.000000 0 2.391845
9687 1.000000 0 2.391845
9688 0.194373 6 2.391845
9689 1.000000 0 2.391845
9690 0.680225 1 2.391845
9691 0.680225 1 2.391845
9692 0.019453 22 2.391845
9693 1.000000 0 2.391845
9694 1.000000 0 2.391845
9695 0.497284 2 2.391845
9696 0.300164 4 2.391845
9697 1.000000 0 2.391845
9698 0.680225 1 2.391845
9699 0.046517 15 2.391845
9700 0.160424 7 2.391845
9701 0.160424 7 2.391845
9702 0.239089 5 2.391845
9703 0.069096 12 2.391845
9704 0.194373 6 2.391845
9705 0.382713 3 2.391845
9706 1.000000 0 2.391845
9707 0.382713 3 2.391845
9708 0.111823 9 2.391845
9709 0.680225 1 2.391845
9710 1.000000 0 2.391845
9711 0.095970 10 2.391845
9712 1.000000 0 2.391845
9713 0.497284 2 2.391845
9714 1.000000 0 2.391845
9715 1.000000 0 2.391845
9716 0.680225 1 2.391845
9717 0.111823 9 2.391845
9718 1.000000 0 2.391845
9719 0.497284 2 2.391845
9720 0.300164 4 2.391845
9721 0.133487 8 2.391845
9722 0.239089 5 2.391845
9723 1.000000 0 2.391845
9724 0.382713 3 2.391845
9725 1.000000 0 2.391845
9726 0.031643 18 2.391845
9727 1.000000 0 2.391845
9728 0.382713 3 2.391845
9729 0.060412 13 2.391845
9730 1.000000 0 2.391845
9731 0.300164 4 2.391845
9732 0.382713 3 2.391845
9733 0.382713 3 2.391845
9734 1.000000 0 2.391845
9735 0.680225 1 2.391845
9736 1.000000 0 2.391845
9737 1.000000 0 2.391845
9738 1.000000 0 2.391845
9739 0.680225 1 2.391845
9740 0.680225 1 2.391845
9741 0.497284 2 2.391845
9742 1.000000 0 2.391845
9743 0.497284 2 2.391845
9744 1.000000 0 2.391845
9745 0.680225 1 2.391845
9746 1.000000 0 2.391845
9747 0.497284 2 2.391845
9748 1.000000 0 2.391845
9749 1.000000 0 2.391845
9750 0.680225 1 2.391845
9751 1.000000 0 2.391845
9752 1.000000 0 2.391845
9753 0.382713 3 2.391845
9754 0.300164 4 2.391845
9755 0.497284 2 2.391845
9756 0.160424 7 2.391845
9757 0.160424 7 2.391845
9758 0.111823 9 2.391845
9759 1.000000 0 2.391845
9760 0.680225 1 2.391845
9761 1.000000 0 2.391845
9762 0.680225 1 2.391845
9763 0.680225 1 2.391845
9764 1.000000 0 2.391845
9765 0.497284 2 2.391845
9766 0.680225 1 2.391845
9767 1.000000 0 2.391845
9768 1.000000 0 2.391845
9769 0.133487 8 2.391845
9770 0.239089 5 2.391845
9771 0.680225 1 2.391845
9772 1.000000 0 2.391845
9773 0.111823 9 2.391845
9774 0.680225 1 2.391845
9775 0.497284 2 2.391845
9776 0.497284 2 2.391845
9777 0.382713 3 2.391845
9778 0.497284 2 2.391845
9779 0.382713 3 2.391845
9780 1.000000 0 2.391845
9781 1.000000 0 2.391845
9782 0.497284 2 2.391845
9783 1.000000 0 2.391845
9784 0.680225 1 2.391845
9785 1.000000 0 2.391845
9786 0.382713 3 2.391845
9787 1.000000 0 2.391845
9788 0.027695 19 2.391845
9789 0.194373 6 2.391845
9790 0.194373 6 2.391845
9791 0.680225 1 2.391845
9792 1.000000 0 2.391845
9793 1.000000 0 2.391845
9794 0.680225 1 2.391845
9795 0.680225 1 2.391845
9796 1.000000 0 2.391845
9797 1.000000 0 2.391845
9798 0.680225 1 2.391845
9799 0.680225 1 2.391845
9800 0.680225 1 2.391845
9801 1.000000 0 2.391845
9802 1.000000 0 2.391845
9803 1.000000 0 2.391845
9804 0.497284 2 2.391845
9805 1.000000 0 2.391845
9806 0.680225 1 2.391845
9807 1.000000 0 2.391845
9808 0.497284 2 2.391845
9809 1.000000 0 2.391845
9810 1.000000 0 2.391845
9811 1.000000 0 2.391845
9812 1.000000 0 2.391845
9813 1.000000 0 2.391845
9814 1.000000 0 2.391845
9815 0.497284 2 2.391845
9816 1.000000 0 2.391845
9817 1.000000 0 2.391845
9818 0.680225 1 2.391845
9819 1.000000 0 2.391845
9820 1.000000 0 2.391845
9821 1.000000 0 2.391845
9822 1.000000 0 2.391845
9823 0.680225 1 2.391845
9824 1.000000 0 2.391845
9825 1.000000 0 2.391845
9826 1.000000 0 2.391845
9827 1.000000 0 2.391845
9828 0.382713 3 2.391845
9829 1.000000 0 2.391845
9830 1.000000 0 2.391845
9831 1.000000 0 2.391845
9832 1.000000 0 2.391845
9833 1.000000 0 2.391845
9834 1.000000 0 2.391845
9835 1.000000 0 2.391845
9836 0.680225 1 2.391845
9837 0.680225 1 2.391845
9838 0.497284 2 2.391845
9839 1.000000 0 2.391845
9840 1.000000 0 2.391845
9841 0.680225 1 2.391845
9842 1.000000 0 2.391845
9843 1.000000 0 2.391845
9844 1.000000 0 2.391845
9845 1.000000 0 2.391845
9846 0.300164 4 2.391845
9847 0.382713 3 2.391845
9848 0.680225 1 2.391845
9849 0.680225 1 2.391845
9850 1.000000 0 2.391845
9851 1.000000 0 2.391845
9852 1.000000 0 2.391845
9853 1.000000 0 2.391845
9854 1.000000 0 2.391845
9855 1.000000 0 2.391845
9856 1.000000 0 2.391845
9857 0.497284 2 2.391845
9858 1.000000 0 2.391845
9859 1.000000 0 2.391845
9860 1.000000 0 2.391845
9861 1.000000 0 2.391845
9862 0.382713 3 2.391845
9863 0.680225 1 2.391845
9864 1.000000 0 2.391845
9865 1.000000 0 2.391845
9866 1.000000 0 2.391845
9867 1.000000 0 2.391845
9868 1.000000 0 2.391845
9869 1.000000 0 2.391845
9870 1.000000 0 2.391845
9871 1.000000 0 2.391845
9872 0.680225 1 2.391845
9873 1.000000 0 2.391845
9874 1.000000 0 2.391845
9875 1.000000 0 2.391845
9876 1.000000 0 2.391845
9877 0.081791 11 2.391845
9878 0.497284 2 2.391845
9879 1.000000 0 2.391845
9880 1.000000 0 2.391845
9881 1.000000 0 2.391845
9882 1.000000 0 2.391845
9883 0.680225 1 2.391845
9884 1.000000 0 2.391845
9885 0.382713 3 2.391845
9886 1.000000 0 2.391845
9887 0.680225 1 2.391845
9888 0.680225 1 2.391845
9889 1.000000 0 2.391845
9890 1.000000 0 2.391845
9891 0.060412 13 2.391845
9892 0.497284 2 2.391845
9893 0.497284 2 2.391845
9894 1.000000 0 2.391845
9895 1.000000 0 2.391845
9896 1.000000 0 2.391845
9897 1.000000 0 2.391845
9898 0.680225 1 2.391845
9899 0.680225 1 2.391845
9900 0.680225 1 2.391845
9901 1.000000 0 2.391845
9902 1.000000 0 2.391845
9903 1.000000 0 2.391845
9904 1.000000 0 2.391845
9905 1.000000 0 2.391845
9906 0.680225 1 2.391845
9907 1.000000 0 2.391845
9908 1.000000 0 2.391845
9909 0.680225 1 2.391845
9910 1.000000 0 2.391845
9911 1.000000 0 2.391845
9912 0.497284 2 2.391845
9913 1.000000 0 2.391845
9914 1.000000 0 2.391845
9915 0.680225 1 2.391845
9916 1.000000 0 2.391845
9917 1.000000 0 2.391845
9918 1.000000 0 2.391845
9919 1.000000 0 2.391845
9920 1.000000 0 2.391845
9921 1.000000 0 2.391845
9922 1.000000 0 2.391845
9923 1.000000 0 2.391845
9924 0.680225 1 2.391845
9925 1.000000 0 2.391845
9926 1.000000 0 2.391845
9927 1.000000 0 2.391845
9928 1.000000 0 2.391845
9929 1.000000 0 2.391845
9930 1.000000 0 2.391845
9931 1.000000 0 2.391845
9932 1.000000 0 2.391845
9933 1.000000 0 2.391845
9934 0.680225 1 2.391845
9935 1.000000 0 2.391845
9936 1.000000 0 2.391845
9937 1.000000 0 2.391845
9938 1.000000 0 2.391845
9939 1.000000 0 2.391845
9940 1.000000 0 2.391845
9941 0.680225 1 2.391845
9942 1.000000 0 2.391845
9943 1.000000 0 2.391845
9944 1.000000 0 2.391845
9945 1.000000 0 2.391845
9946 1.000000 0 2.391845
9947 1.000000 0 2.391845
9948 0.680225 1 2.391845
9949 1.000000 0 2.391845
9950 1.000000 0 2.391845
9951 1.000000 0 2.391845
9952 1.000000 0 2.391845
9953 1.000000 0 2.391845
9954 0.680225 1 2.391845
9955 1.000000 0 2.391845
9956 0.680225 1 2.391845
9957 1.000000 0 2.391845
9958 1.000000 0 2.391845
9959 1.000000 0 2.391845
9960 1.000000 0 2.391845
9961 0.680225 1 2.391845
9962 1.000000 0 2.391845
9963 0.680225 1 2.391845
9964 1.000000 0 2.391845
9965 1.000000 0 2.391845
9966 1.000000 0 2.391845
9967 1.000000 0 2.391845
9968 1.000000 0 2.391845
9969 1.000000 0 2.391845
9970 1.000000 0 2.391845
9971 1.000000 0 2.391845
9972 0.497284 2 2.391845
9973 1.000000 0 2.391845
9974 1.000000 0 2.391845
9975 1.000000 0 2.391845
9976 1.000000 0 2.391845
9977 1.000000 0 2.391845
9978 1.000000 0 2.391845
9979 1.000000 0 2.391845
9980 0.497284 2 2.391845
9981 0.497284 2 2.391845
9982 1.000000 0 2.391845
9983 1.000000 0 2.391845
9984 0.497284 2 2.391845
9985 1.000000 0 2.391845
9986 1.000000 0 2.391845
9987 0.497284 2 2.391845
9988 1.000000 0 2.391845
9989 1.000000 0 2.391845
9990 1.000000 0 2.391845
9991 1.000000 0 2.391845
9992 1.000000 0 2.391845
9993 1.000000 0 2.391845
9994 1.000000 0 2.391845
9995 1.000000 0 2.391845
9996 1.000000 0 2.391845
9997 1.000000 0 2.391845
9998 1.000000 0 2.391845
9999 1.000000 0 2.391845
10000 1.000000 0 2.391845
